,species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,basisOfRecord,license,issue
14502,Quercus garryana,44.69498,-123.21156,10,2020-06-17T20:26,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14503,Quercus garryana,45.820672,-121.859144,NA,2023-08-30T12:08:29,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14504,Quercus garryana,44.69491,-123.2137,15,2020-06-20T19:01,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14505,Quercus garryana,44.69191,-123.216,15,2020-08-02T09:01,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14506,Quercus garryana,44.69037,-123.2138,10,2020-06-20T19:56,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14507,Quercus garryana,44.6951,-123.20973,10,2020-06-17T19:32,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14508,Rubus ursinus,45.497109,-122.843588,5,2023-10-08T15:58:32,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14509,Quercus garryana,44.68947,-123.21371,50,2020-10-03T17:55,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14510,Quercus garryana,44.993631,-123.22481,8,2021-11-13T12:35:39Z,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14511,Quercus garryana,44.852375,-123.194263,35,2023-05-10T13:32:13,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14512,Quercus garryana,44.69281,-123.20979,15,2020-06-17T19:57,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14513,Pinus ponderosa,46.018846,-117.353149,1,2023-08-08T15:06,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14514,Quercus garryana,44.7032,-123.21214,8,2020-08-23T12:07,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14515,Quercus garryana,44.69052,-123.21486,20,2020-08-02T09:12,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14516,Quercus garryana,44.69281,-123.20979,15,2020-06-17T19:57,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14517,Quercus garryana,44.69107,-123.21608,15,2020-08-02T09:08,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14518,Quercus garryana,44.6931,-123.21479,15,2020-08-02T08:51,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14519,Populus trichocarpa,46.064918,-118.263433,2,2023-09-22T14:19:13,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14520,Quercus garryana,44.701205,-123.208837,3,2020-08-30T12:21,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14521,Quercus garryana,44.69115,-123.21599,15,2020-08-02T09:08,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14522,Quercus garryana,44.691298,-123.211858,15,2020-06-20T19:44,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14523,Quercus garryana,44.69329,-123.20972,10,2020-06-17T19:50,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14524,Pinus ponderosa,44.097487,-122.942642,27380,2023-07-07T10:27:47,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14525,Rubus ursinus,44.163386,-122.968597,9,2023-10-21T12:33:37,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14526,Pinus ponderosa,43.969986,-123.008859,4,2023-12-03T22:11,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14527,Quercus garryana,44.1742,-122.986336,27380,2023-07-07T10:27:24,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14528,Thuja plicata,45.511164,-122.696174,9,2023-11-29T14:46:08,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14529,Thuja plicata,45.516962,-122.714605,11,2023-11-25T12:38:14,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14530,Pinus ponderosa,45.788956,-118.160516,92,2023-11-21T13:37:47,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14531,Pinus ponderosa,45.793825,-118.349142,3200,2023-11-21T13:38:44,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14532,Pinus ponderosa,45.791288,-118.304884,3599,2023-11-21T13:43:17,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14533,Quercus garryana,43.960545,-122.817947,2,2023-11-07T16:28,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14534,Thuja plicata,45.524058,-122.685785,9,2023-11-29T15:18:04,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14535,Thuja plicata,45.472306,-122.678487,9,2023-11-14T12:05:09,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14536,Quercus garryana,45.661616,-122.843154,14,2023-11-29T10:55:52,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14537,Pinus ponderosa,45.789807,-118.250318,36,2023-11-21T13:44:47,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14538,Thuja plicata,45.49766,-122.69096,5,2023-11-29T14:29:04,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14539,Thuja plicata,45.302353,-121.794965,222,2023-11-25T15:16:19,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14540,Pinus ponderosa,45.792115,-118.336883,2,2023-11-21T13:40:17,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14541,Pinus ponderosa,45.791288,-118.304884,3599,2023-11-21T13:40:48,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14542,Pinus ponderosa,45.793825,-118.349142,3200,2023-11-21T13:39:52,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14543,Pinus ponderosa,45.791288,-118.304884,3599,2023-11-21T13:41:09,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14544,Pinus ponderosa,45.794986,-118.351469,164,2023-11-21T13:39:14,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14545,Thuja plicata,45.524271,-122.686074,9,2023-11-29T15:25:34,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14546,Quercus garryana,44.69215,-123.21604,12,2020-08-02T09:00,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14547,Quercus garryana,44.69335,-123.20998,10,2020-06-17T20:08,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14548,Quercus garryana,44.69163,-123.21601,12,2020-08-02T09:02,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14549,Quercus garryana,44.70379,-123.212814,15,2020-08-23T12:17,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14550,Quercus garryana,44.69237,-123.21606,12,2020-08-02T08:58,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14551,Quercus garryana,44.70334,-123.21466,8,2020-08-12T15:40,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14552,Quercus garryana,44.70182,-123.2157,5,2020-08-09T10:21,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14553,Quercus garryana,44.695531,-123.21076,10,2020-06-17T19:27,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14554,Quercus garryana,45.024872,-123.826424,22,2023-08-24T14:25:17,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14555,Quercus garryana,44.894435,-123.030764,NA,9/17/2021,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14556,Quercus garryana,44.69662,-123.21382,12,2020-06-20T18:55,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14557,Quercus garryana,44.7032,-123.21218,8,2020-08-23T12:08,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14558,Quercus garryana,44.69052,-123.21486,20,2020-08-02T09:13,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14559,Quercus garryana,44.69268,-123.20978,10,2020-06-17T20:00,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14560,Quercus garryana,44.6935,-123.20969,10,2020-06-17T19:47,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14561,Quercus garryana,44.69113,-123.21377,10,2020-06-20T19:34,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14562,Quercus garryana,44.70321,-123.21213,5,2020-08-23T12:07,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14563,Quercus garryana,44.704042,-123.215716,8,2020-08-09T11:02,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14564,Quercus garryana,44.69377,-123.21373,12,2020-06-20T19:07,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14565,Quercus garryana,44.69149,-123.21603,20,2020-08-02T09:05,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14566,Quercus garryana,44.69182,-123.21416,10,2020-06-20T19:23,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14567,Quercus garryana,44.69377,-123.21373,12,2020-06-20T19:06,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14568,Quercus garryana,44.70152,-123.21502,6,2020-08-09T10:31,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14569,Quercus garryana,44.704357,-123.213492,10,2020-08-12T15:52,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14570,Quercus garryana,44.69491,-123.20964,10,2020-06-17T19:35,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14571,Quercus garryana,44.573741,-123.372408,400,2023-03-10T15:22,2023,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14572,Quercus garryana,44.690271,-123.213914,5,2020-10-03T17:58,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14573,Quercus garryana,44.70153,-123.21631,16,2020-08-09T10:05,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14574,Quercus garryana,44.688903,-123.214244,2,2020-10-03T17:51,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14575,Quercus garryana,44.690071,-123.214023,4,2020-10-03T17:57,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14576,Quercus garryana,44.69465,-123.21373,10,2020-06-20T19:02,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14577,Quercus garryana,44.70392,-123.21478,15,2020-08-12T15:46,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14578,Quercus garryana,44.69268,-123.21,10,2020-06-17T20:02,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14579,Quercus garryana,44.69094,-123.21604,30,2020-08-02T09:09,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14580,Thuja plicata,45.799506,-122.680705,4,2023-07-12T15:54:02,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14581,Quercus garryana,44.690428,-123.214817,30,2020-08-02T09:13,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14582,Quercus garryana,44.69336,-123.2097,10,2020-06-17T19:50,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14583,Quercus garryana,44.70153,-123.21548,3,2020-08-09T10:25,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14584,Quercus garryana,44.69264,-123.20998,10,2020-06-17T20:01,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14585,Quercus garryana,44.69531,-123.21063,10,2020-06-17T19:28,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14586,Quercus garryana,44.70163,-123.21584,8,2020-08-09T10:17,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14587,Quercus garryana,44.69519,-123.21089,10,2020-06-17T20:23,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14588,Quercus garryana,44.70377,-123.21176,5,2020-08-20T11:38,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14589,Quercus garryana,44.69191,-123.216,15,2020-08-02T09:01,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14590,Quercus garryana,44.70321,-123.21218,8,2020-08-23T12:10,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14591,Quercus garryana,44.69129,-123.21352,10,2020-06-20T19:33,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14592,Thuja plicata,45.799222,-122.680643,4,2023-07-12T15:52:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14593,Quercus garryana,44.6935,-123.21004,10,2020-06-17T20:12,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14594,Quercus garryana,44.70293,-123.21564,5,2020-08-09T10:52,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14595,Quercus garryana,44.69237,-123.21606,12,2020-08-02T08:59,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14596,Quercus garryana,44.69113,-123.215,50,2020-06-20T19:35,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14597,Quercus garryana,44.7036,-123.21189,8,2020-08-23T11:55,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14598,Quercus garryana,44.69076,-123.21349,10,2020-06-20T19:38,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14599,Rubus ursinus,45.503355,-122.839912,10,2023-10-08T14:17:09,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14600,Quercus garryana,44.689538,-123.213821,2,2020-10-03T17:55,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14601,Quercus garryana,44.69377,-123.21373,12,2020-06-20T19:07,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14602,Quercus garryana,44.70323,-123.21188,8,2020-08-23T12:02,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14603,Quercus garryana,44.70404,-123.21578,5,2020-08-09T11:02,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14604,Quercus garryana,44.69257,-123.21383,10,2020-06-20T19:19,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14605,Quercus garryana,44.701193,-123.214243,5,2020-08-12T15:14,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14606,Quercus garryana,44.7032,-123.21203,5,2020-08-23T12:05,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14607,Quercus garryana,44.693532,-123.215519,31,2020-08-02T08:52,2020,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14608,Quercus garryana,44.6905,-123.21275,10,2020-06-20T19:45,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14609,Quercus garryana,44.70383,-123.21466,8,2020-08-12T15:44,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14610,Quercus garryana,44.70453,-123.21201,5,2020-08-20T11:36,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14611,Quercus garryana,44.69225,-123.21605,12,2020-08-02T08:59,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14612,Quercus garryana,44.69429,-123.21372,10,2020-06-20T19:03,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14613,Quercus garryana,44.69301,-123.21002,10,2020-06-17T20:04,2020,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14614,Quercus garryana,45.633492,-121.951613,4,2023-11-26T12:58,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14615,Xerophyllum tenax,42.051543,-122.847367,2859,2023-07-08T09:56,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14616,Xerophyllum tenax,42.051543,-122.847367,2859,2023-07-08T09:52,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14617,Populus trichocarpa,42.706255,-123.824845,4,2023-09-10T15:33:45,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14618,Quercus garryana,44.058612,-123.095889,9,2023-11-25T10:16:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14619,Populus trichocarpa,45.468739,-122.505367,NA,2023-11-21T10:35:27,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14620,Quercus garryana,45.360059,-122.616897,3,2023-11-28T14:11:53,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14621,Thuja plicata,45.591773,-122.722085,35,2023-11-25T11:12:49,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14622,Thuja plicata,44.792052,-122.735488,84,2021-03-06T12:48:17,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14623,Rubus ursinus,45.576267,-123.204225,25,2023-11-21T11:06:19,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14624,Quercus garryana,44.554425,-123.273056,NA,2023-10-06T15:48:54,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14625,Thuja plicata,45.591856,-122.722175,35,2023-11-25T11:17:22,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14626,Quercus garryana,45.537412,-122.844908,6,2023-11-27T16:15:36,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14627,Populus trichocarpa,45.500288,-122.30185,16,2023-11-23T10:32:17,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
